Time,Stream9Valve,Stream10Valve,Stream11Valve,ReactorcCoolingWaterValve,CondenserCoolingWaterValve,Stream1,Stream2,Stream3,Stream4,Stream8,Stream6,ReactorPressure,ReactorLevel,ReactorTemperature,Stream9,SeparatorTemperature,SeparatorLevel,SeparatorPressure,Stream10,StripperLevel,StripperPressure,Stream11,StripperTemperature,SteamFlow,CompressorWork,ReactorCoolingWaterOutletTemperature,CondenserCoolingWaterOutletTemperature,Stream6A,Stream6B,Stream6C,Stream6D,Stream6E,Stream6F,Stream9A,Stream9B,Stream9C,Stream9D,Stream9E,Stream9F,Stream9G,Stream9H,Stream11D,Stream11E,Stream11F,Stream11G,Stream11H,fault_type
0.0,0.39295746449493596,0.38944740318141857,0.5212139613960738,0.4136148787546112,0.3665088903597117,0.9853584354586418,0.44900632663982876,0.4655492530953005,0.47024812792674453,0.8044372305039511,0.8340597118614532,0.22422659780720622,0.26509317128759946,0.4045080197894144,0.4131179659328474,0.7371587468986425,0.4692224869373405,0.22773036087854948,0.4650209313790632,0.5049538827698052,0.22010935027427436,0.5330698525596462,0.8044111091904433,0.22177480658982907,0.9691535526623891,0.39844182204267753,0.8951430044973234,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.01,0.4226972237156077,0.45048059875579716,0.597364945098108,0.41311106348204873,0.3053067527703729,0.9854866695578217,0.5678234910942379,0.5181005800168244,0.29286970924816913,0.773653890382275,0.7875025700122187,0.22555958953116573,0.22924704260793227,0.40130615776253364,0.4159640088833387,0.7383740940166961,0.4992858898821515,0.22765879058039928,0.5572203800739737,0.4619341799303722,0.22048674030527948,0.5647559536549993,0.8059543848699287,0.21586011369202485,0.9667240136566093,0.40455579775134964,0.8926848052552678,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.02,0.3695656261307405,0.44165871128465106,0.454134058767945,0.41181389871785345,0.29734506129647015,0.986094344978504,0.5195157293519195,0.47227750527143186,0.0976391344348464,0.8354302124254804,0.8017980302539467,0.21887386935382125,0.15158879966763905,0.4038895734549044,0.41480072276071944,0.7352607499669945,0.3815382611264688,0.22744268370401954,0.2425716547511878,0.3641322486686729,0.2170610011305918,0.4615737597588496,0.8030428586953997,0.22183329395706686,0.9664508799991349,0.39473197558300654,0.8964890575266402,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.03,0.4731139849074668,0.4481563629416718,0.649003659757251,0.415476759926662,0.46455610966006705,0.9824377088594544,0.5896844734268711,0.43200751036618,0.4260975383212582,0.8064997923951909,0.8061955611241558,0.223739675474949,0.170411437471218,0.4080140348384056,0.4514103753616438,0.7372534257440027,0.6888057044954019,0.22746964516320034,0.455831159587857,0.32866367065584345,0.22275818502061995,0.6249620372278901,0.8041395013826733,0.2226094996624015,0.9666872522520586,0.39934640975788227,0.8948015890042607,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.04,0.32195011254370126,0.3540384408481301,0.30302601790045136,0.40774755710609867,0.4215508771968528,0.981360510282924,0.3786695087822025,0.42548276734796886,0.5547359161701308,0.7840473173154141,0.9227639550023774,0.22045770801305054,0.34925311943752924,0.4070480312428195,0.39213132604963136,0.7346023116627469,0.3742811657720111,0.22095293921365666,0.3684810171242767,0.5181078904067951,0.2182688939842805,0.502796592338167,0.8050475733734599,0.21573348647728707,0.9666808579051924,0.4005762368049517,0.8724134703179489,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.05,0.2736242016571636,0.5608663661339723,0.6958814341133466,0.4137137331209386,0.33162018132314874,0.9813119326645484,0.42157897167122016,0.1767357806064922,0.13291688709163552,0.9382244702697751,0.8641440788263779,0.22089588207333932,0.2277442593664354,0.40499446566702346,0.36024611190766687,0.7283428648252466,0.648157076892411,0.22159048504146028,0.6409132327860614,0.4247871971812964,0.21318558839409363,0.5925577343940311,0.8036230218960299,0.2201316007821137,0.9608448728274297,0.3927969341821651,0.8719015607003744,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.06,0.3904177225216906,0.36771680027221,0.6170767896274727,0.40961770463938585,0.27070500209139153,0.9855992618337742,0.3563018258324675,0.6795549070634372,0.543256372261844,0.7937498861978183,0.854997748045264,0.21828797184337745,0.41438486115843176,0.4019252031398217,0.38803989825321894,0.7272933852852663,0.44343457457256896,0.2246084469423586,0.5379502517502073,0.7240144862078726,0.2114720315916756,0.32350365973386896,0.8042994991168202,0.2221523056890531,0.9771512093881469,0.4030568859195114,0.8864155615017788,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.07,0.4438856032700077,0.4275653889352742,0.6443608113579873,0.4125651249171156,0.4650384451102561,0.9804701797996688,0.7441810604961603,0.475043756446901,0.29731641201028225,0.7875218972476334,0.8817798861776698,0.22319551928011805,0.3049775412318976,0.4026396069150877,0.4705096998427741,0.7326716044332331,0.5341259100831595,0.22264850126764912,0.6134722263926382,0.36161230480532147,0.217692082303504,0.672791173568533,0.8025103846869044,0.22713125410598067,0.9769194839315265,0.4010078974919864,0.9028957386038705,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.08,0.41343270794634246,0.32921481826667387,0.6910428776561113,0.41731472963027727,0.2897615387260856,0.9882438117390007,0.6533071019229588,0.4597265291508599,0.40813443321790643,0.8090135407434902,0.8996365321827966,0.2176200803639361,0.24240577945825237,0.40095853204394416,0.4677923046426698,0.7342984380270661,0.49936563056268657,0.22642068194322462,0.3799574583968588,0.5353866662861826,0.21865200535457774,0.6345184545692772,0.8008243489470486,0.25122428561347254,0.9685142236965909,0.4015631583626629,0.9043209063707005,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
0.09,0.4039405313606408,0.2583083153503485,0.3897893594291246,0.4138094118211004,0.30114955327388804,0.9841322737427505,0.1506034086461412,0.2887524288696639,0.6343804016424315,0.7189930623085408,0.8480580147576795,0.22496762216005095,0.2575611633289263,0.40502324656099375,0.45619513812754814,0.7362195501080526,0.5295074482537903,0.227297346271623,0.2634454286473189,0.6162788694071519,0.21934250341775297,0.5101065515820657,0.8021353271661695,0.24316582992301017,0.9709996889452785,0.3978907277209416,0.9145489270161242,0.919838648864836,0.7673971851600219,0.13585049926807624,0.21474237571364796,0.1370540929109576,0.7088040504336126,0.9412458228183391,0.7613051653903147,0.10919326083971592,0.2872886063831125,0.15299393299928443,0.6879978838014194,0.7487911488769861,0.6985603833998708,0.3766794422002229,0.10467181608023901,0.5515244691844243,0.400161239071652,0.6983836554722256,0
