Time,Stream9Valve,Stream10Valve,Stream11Valve,ReactorcCoolingWaterValve,CondenserCoolingWaterValve,Stream1,Stream2,Stream3,Stream4,Stream8,Stream6,ReactorPressure,ReactorLevel,ReactorTemperature,Stream9,SeparatorTemperature,SeparatorLevel,SeparatorPressure,Stream10,StripperLevel,StripperPressure,Stream11,StripperTemperature,SteamFlow,CompressorWork,ReactorCoolingWaterOutletTemperature,CondenserCoolingWaterOutletTemperature,Stream6A,Stream6B,Stream6C,Stream6D,Stream6E,Stream6F,Stream9A,Stream9B,Stream9C,Stream9D,Stream9E,Stream9F,Stream9G,Stream9H,Stream11D,Stream11E,Stream11F,Stream11G,Stream11H,fault_type
0.0,40.064,38.1,46.534,41.106,18.114,0.250521392427743,3664.038850686,4509.26819729218,9.34774262670433,26.9024862893478,42.3388475441857,2704.99998424633,74.9999967369169,120.399999605037,0.337117068414812,80.1094039945582,50.0000005822578,2633.72805062419,25.1601724780538,49.9999996443422,3102.21305903197,22.9487308033689,65.7310297718018,230.307815021315,341.433678830566,94.5992736816406,77.2969818115234,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.01,43.0003382372656,39.0301175584953,47.7282520618887,41.1017522989702,15.5009318626891,0.250554420862093,3679.20062045276,4516.90977644332,9.28861046641426,26.7604890617822,42.1386145372322,2705.13579459407,74.738605048525,120.386845723537,0.339184365337287,80.1216870458431,50.2167857944625,2633.72087154177,25.7146266878095,49.6764931700295,3102.25636518355,23.1282878272269,65.7455125796877,229.908698164917,341.318816873918,94.614105904809,77.2553893321069,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.02,37.7544201234763,38.8956760900655,45.4820068656973,41.0908158141021,15.1610018679371,0.250710935922178,3673.03626562366,4510.24656405406,9.2235269814594,27.0454505514926,42.200096468388,2704.45462758766,74.1723174189427,120.397458905366,0.338339382368624,80.0902216611296,49.3677154236445,2633.69919426618,23.8224428101513,48.9410264913884,3101.86325575356,22.5435807471296,65.7181894806452,230.311761683391,341.305903861923,94.5902737651816,77.319756890922,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.03,47.9782085215631,38.9946972839962,48.5380858743614,41.1216976475359,22.3001947114462,0.249769119613005,3681.99021051346,4504.39083458896,9.33302426490529,26.9120004638682,42.219009373999,2704.95037471757,74.3095729959517,120.414403007215,0.364931750604566,80.1103608776543,51.5834006551738,2633.7018987196,25.1049085070816,48.6743041789484,3102.51701734992,23.4694602912029,65.7284808793696,230.364139175576,341.317078895295,94.6014681697293,77.2912050963472,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.04,33.0531294305954,37.560383856943,43.1122267184036,41.0565322097883,20.464056185676,0.249491672485491,3655.06345859193,4503.44206044499,9.37590809054249,26.808431806253,42.7203468508046,2704.61599519048,75.6136951125064,120.410434473681,0.321872879624135,80.0835670755064,49.3153849885539,2633.048220164,24.579616274891,50.0989172647081,3102.00186352461,22.7771799870823,65.7370026440575,229.900153502201,341.316776588071,94.6044516734411,76.9124004210777,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.05,28.2816980637874,40.7123453933675,49.2732553490011,41.1068334479253,16.6244021276663,0.249479160659934,3660.53895870276,4467.27133176613,9.23528742977276,27.5196193572771,42.46823442277,2704.66063805692,74.7276466811015,120.401998020764,0.298712229481184,80.0203052259673,51.2902860873745,2633.11217119065,26.2179252993471,49.3971493199485,3101.41854551319,23.285833401939,65.7236339986201,230.196933332659,341.040867181634,94.5855794439633,76.9037389627761,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.06,39.8132400186063,37.7688357027298,48.0373867549471,41.0722995515813,14.0235858784506,0.250583420532371,3652.20921054909,4540.387128809,9.37208118625786,26.8531877643823,42.4288978732708,2704.39493408529,76.0886388948175,120.389388884194,0.318900965201483,80.0096985352363,49.814045650124,2633.41489729054,25.5987430906418,51.6473267712535,3101.22191193909,21.7611728336518,65.7299823716024,230.333288237994,341.811786157896,94.6104696138162,77.1493143698691,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.07,45.0923608595616,38.680900401994,48.4652735349233,41.0971494535807,22.3207883613746,0.24926235577407,3701.70488468239,4510.64880941203,9.2900928516021,26.8244593300818,42.5440825224544,2704.89493398173,75.2908354741583,120.392323795981,0.378805039029246,80.0640541515327,50.4680148780881,2633.21829881462,26.0529049903308,48.9220766125912,3101.93567339761,23.7404957634808,65.7131924999555,230.669262104206,341.800830812339,94.605498862365,77.4281572786017,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.08,42.0856115341612,37.182083376177,49.1973737812957,41.1371936958456,14.8372180594333,0.25126456028762,3690.10883251259,4508.42150495341,9.32703595348504,26.9235958688777,42.6208804052645,2704.32688672052,74.8345591883192,120.385417608437,0.376831188728303,80.0804959401939,50.217360799241,2633.59667918571,24.6486314508673,50.2288529801184,3102.04582620966,23.5236140620124,65.6973699660857,232.295032902879,341.403453106353,94.6068458996355,77.4522709712564,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
0.09,41.1484068696359,36.10150119867,44.4729090691715,41.1076401215919,15.3234373180116,0.250205577819969,3625.96088138649,4483.55986593058,9.40245895572808,26.5083498848043,42.3990514607026,2705.07548267084,74.9450729738826,120.40211625836,0.368407286818459,80.0999118896492,50.434711455,2633.68461574083,23.947970153037,50.8371591678372,3102.1250620435,22.8186036549046,65.7096727878968,231.751257332757,341.520959102744,94.5979367522257,77.6253280330634,32.1876133826046,8.89327240102696,26.3832900314723,6.88201175688721,18.7763053162005,1.65672730057199,32.9575355630053,13.8229450099465,23.9781414735396,1.25654245249595,18.579275712298,2.26334207751314,4.84364138961619,2.29857632158531,0.0178655246452238,0.835702245232073,0.0985769118021988,53.7239797556671,43.8280209823972,0
